,Country,GENC,Year,Area in Square Kilometers,Population,Annual Growth Rate %,Rate of Natural Increase,Population Density (People per Sq. Km.),Natural Increase,Total Fertility Rate,Crude Birth Rate,Gross Reproduction Rate,LifeExp,"Infant Mortality Rate, Both Sexes",Crude Death Rate,"Deaths, both sexes",Net Migration Rate,"Net international migrants, both sexes",Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Continent,Income
1056,Nigeria,NG,2021.0,"910,768","219,463,862",2.53,2.55,241,"5,594,068",4.67,34.4,2.27,60.9,58.2,8.9,"1,951,801",-0.2,"-46,587",35.7,37.8,36.7,36.5,27.1,9.8,Africa,LM
1057,North Macedonia,MK,2021.0,"25,433","2,128,262",0.13,0.09,83.7,"1,928",1.51,10.6,0.73,76.6,7.5,9.7,"20,534",0.4,816,37.4,9.1,23.9,31.0,25.9,32.8,Europe,UM
1058,Norway,NO,2021.0,"304,282","5,410,267",0.62,0.26,17.8,"14,058",1.56,10.4,0.76,83.2,1.8,7.8,"42,002",3.6,"19,650",107.66,38.760000000000005,74.78,101.6,110.48,80.22,Europe,H
1059,Oman,OM,2021.0,"309,500","3,694,755",1.89,1.93,11.9,"71,411",2.73,22.6,1.33,76.6,14.8,3.3,"12,013",-0.4,"-1,610",52.3,19.0,36.4,49.0,46.1,90.3,Asia,H
1060,Pakistan,PK,2021.0,"770,875","238,181,034",1.99,2.09,309,"4,965,999",3.53,27,1.72,69.4,55.3,6.1,"1,453,709",-0.9,"-218,277",22.76,4.68,14.1,19.44,18.52,24.5,Asia,LM
1061,Panama,PA,2021.0,"74,340","4,271,368",1.55,1.19,57.5,"50,854",2.41,18.3,1.17,76.8,17.7,6.4,"27,155",3.6,"15,533",58.6,26.2,43.1,58.4,56.3,31.0,North America,H
1062,Paraguay,PY,2021.0,"397,302","7,272,639",1.15,1.16,18.3,"84,322",1.89,16.4,0.92,78.1,23.8,4.8,"35,198",-0.1,-504,31.4,10.2,21.3,24.6,25.2,28.5,South America,UM
1063,Peru,PE,2021.0,"1,279,996","32,110,270",0.51,0.58,25.1,"184,778",2.23,17.5,1.09,68.9,10.8,11.7,"376,054",-0.6,"-19,767",39.2,15.8,28.0,36.9,26.7,27.1,South America,UM
1064,Philippines,PH,2021.0,"298,170","112,771,402",1.61,1.58,378.2,"1,783,611",2.79,22.4,1.36,69.8,22.3,6.6,"739,828",0.3,"34,677",46.64,17.6,32.78,48.16,23.32,20.0,Asia,LM
1065,Poland,PL,2021.0,"304,255","38,184,917",-0.68,-0.69,125.5,"-264,659",1.3,8.4,0.63,73.7,5.8,15.3,"584,265",0.1,"4,500",42.09166666666667,18.05,30.616666666666664,33.35,34.2,46.075,Europe,H
1066,Portugal,PT,2021.0,"91,470","10,263,850",-0.23,-0.29,112.2,"-29,517",1.42,8,0.69,81.3,2.5,10.9,"111,868",0.6,"6,362",53.51666666666667,21.766666666666666,38.333333333333336,43.48333333333333,42.516666666666666,46.583333333333336,Europe,H
1067,Puerto Rico,PR,2021.0,"8,869","3,142,779",-1.46,-0.16,354.4,"-5,131",1.23,7.9,0.6,81.5,6.2,9.5,"29,961",-13,"-40,852",71.7,28.5,51.1,74.0,66.2,72.9,North America,H
1068,Qatar,QA,2021.0,"11,586","2,479,995",1.23,0.8,214.1,"19,744",1.9,9.4,0.94,79.6,6.7,1.4,"3,530",4.3,"10,660",64.1,46.8,55.9,56.6,62.7,89.0,Asia,H
1069,Romania,RO,2021.0,"229,891","18,748,356",-1.36,-0.88,81.6,"-164,718",1.63,8.9,0.79,73.4,6.7,17.7,"331,628",-4.9,"-90,920",39.28181818181818,10.636363636363637,25.6,34.0,33.31818181818182,46.64545454545455,Europe,H
1070,Rwanda,RW,2021.0,"24,668","12,943,132",1.8,2.12,524.7,"274,698",3.42,27.2,1.69,65.5,27.2,6,"77,068",-3.3,"-42,308",34.3,16.6,25.8,28.9,29.9,21.2,Africa,L
1071,Saudi Arabia,SA,2021.0,"2,149,690","34,783,757",1.62,1.12,16.2,"388,670",1.95,14.6,0.95,76.4,12.6,3.4,"117,870",5,"175,454",51.16666666666666,13.2,33.03333333333333,42.23333333333333,34.6,80.2,Asia,H
1072,Serbia,RS,2021.0,"77,474","6,796,857",-0.95,-0.95,87.7,"-64,447",1.46,9,0.71,72.9,5.2,18.4,"125,365",0,0,39.1,9.866666666666667,25.133333333333336,29.766666666666666,31.133333333333336,36.7,Europe,UM
1073,Singapore,SG,2021.0,709,"5,866,139",0.95,0.52,"8,273.80","30,503",1.15,9.1,0.56,86.2,1.6,3.9,"23,083",4.3,"25,000",85.6,64.8,75.6,75.3,62.1,83.6,Asia,H
1074,Slovenia,SI,2021.0,"20,151","2,102,106",-0.03,-0.18,104.3,"-3,868",1.59,8.5,0.78,81.6,1.5,10.3,"21,734",1.5,"3,237",59.3,18.55,39.8,50.3,48.25,60.9,Europe,H
1075,South Africa,ZA,2021.0,"1,214,470","58,576,104",0.87,0.92,48.2,"537,934",2.38,19.4,1.18,66,27,10.2,"596,887",-0.5,"-30,794",43.2,16.2,30.325,34.875,37.475,69.5,Africa,UM
1076,Spain,ES,2021.0,"498,980","47,103,121",0.13,-0.32,94.4,"-149,754",1.26,7.2,0.62,82.3,2.5,10.3,"487,025",4.5,"210,702",60.125,24.7,43.2,50.083333333333336,57.7,62.78333333333333,Europe,H
1077,Sri Lanka,LK,2021.0,"64,630","21,561,725",0.9,0.74,333.6,"158,693",2.17,14.7,1.06,76.3,6.9,7.3,"157,726",1.6,"34,872",34.3,13.1,24.2,39.1,19.8,20.0,Asia,LM
1078,Suriname,SR,2021.0,"156,000","625,420",1.16,0.9,4,"5,655",1.94,15.6,0.94,72.3,30.6,6.5,"4,093",2.6,"1,608",51.0,10.3,31.6,50.4,58.5,17.5,South America,UM
1079,Sweden,SE,2021.0,"410,335","10,432,235",0.49,0.14,25.4,"14,957",1.67,10.9,0.8,82.6,2.3,9.4,"98,506",3.4,"35,686",82.46000000000001,33.3,58.98,74.72,84.47999999999999,86.67999999999999,Europe,H
1080,Switzerland,CH,2021.0,"39,997","8,653,376",0.83,0.21,216.4,"18,452",1.58,10.4,0.77,83.6,3,8.2,"71,192",6.2,"53,382",131.9,56.4,95.83333333333331,131.61666666666665,128.08333333333334,109.46666666666668,Europe,H
1081,Tanzania,TZ,2021.0,"885,800","62,092,761",2.81,2.86,70.1,"1,772,576",4.45,33.7,2.19,69.9,31.5,5.2,"320,753",-0.4,"-27,386",35.8,19.4,28.0,30.9,21.2,14.5,Africa,LM
1082,Thailand,TH,2021.0,"510,890","69,480,520",0.26,0.26,136,"180,382",1.54,10.3,0.75,77.4,6.6,7.7,"532,113",0,"-2,388",51.4,18.5,35.675,53.125,27.9,28.625,Asia,UM
1083,Tunisia,TN,2021.0,"155,360","11,811,335",0.75,0.89,76,"104,676",2.03,15.2,0.98,76.6,12.2,6.4,"74,960",-1.3,"-15,869",32.95,8.6,21.3,30.85,19.2,25.3,Africa,LM
1084,Uganda,UG,2021.0,"197,100","44,712,143",3.31,3.64,226.9,"1,628,831",5.45,41.6,2.68,68.6,31.5,5.2,"231,253",-3.4,"-150,626",35.0,9.3,22.7,31.0,26.1,14.0,Africa,L
1085,Ukraine,UA,2021.0,"579,330","43,127,334",-1.18,-1.16,74.4,"-498,538",1.22,7.5,0.59,68.3,9.8,19.1,"823,756",-0.3,"-11,527",28.963636363636365,8.145454545454545,19.018181818181816,24.58181818181818,22.11818181818182,29.58181818181818,Europe,LM
1086,United Arab Emirates,AE,2021.0,"83,600","9,856,612",0.62,0.94,117.9,"92,281",1.65,10.9,0.8,79.4,5.3,1.5,"14,889",-3.2,"-31,381",58.625,37.3,48.425,46.325,57.55,75.15,Asia,H
1087,United Kingdom,GB,2021.0,"241,930","67,419,123",0.57,0.18,278.7,"118,350",1.63,10.8,0.79,81.8,3.9,9,"607,882",4,"266,213",72.3945945945946,31.30810810810811,52.770270270270274,58.64324324324325,75.21081081081081,82.33243243243244,Europe,H
1088,United States,US,2021.0,"9,151,125","332,031,554",0.16,0.06,36.3,"193,915",--,11,--,--,--,10.4,"3,464,235",2.1,"689,728",72.96489361702127,43.191489361702125,58.748936170212765,72.06489361702128,68.92765957446808,103.95212765957449,North America,H
1089,Uruguay,UY,2021.0,"175,015","3,398,239",0.26,0.35,19.4,"11,923",1.76,12.8,0.87,78.2,8.5,9.2,"31,408",-0.9,"-3,000",50.6,14.2,33.2,41.4,45.3,32.0,South America,H
1090,Uzbekistan,UZ,2021.0,"425,400","34,694,004",2.03,2.08,81.6,"722,772",3.24,26.1,1.56,75.4,19.6,5.3,"182,439",-0.5,"-18,266",28.6,8.8,19.1,25.9,21.4,22.2,Asia,LM
1091,Vietnam,VN,2021.0,"310,070","102,789,598",1,1.03,331.5,"1,054,870",2.06,16,0.98,75.3,15.1,5.8,"594,085",-0.2,"-23,726",38.13333333333333,15.066666666666668,27.1,38.5,19.4,25.1,Asia,LM
1092,Zambia,ZM,2021.0,"743,398","19,077,816",2.93,2.9,25.7,"553,115",4.63,35.2,2.28,65.9,37.9,6.2,"118,983",0.3,"6,286",30.2,7.4,19.4,30.7,17.4,62.6,Africa,L
1093,Zimbabwe,ZW,2021.0,"386,847","16,138,294",2.14,2.33,41.7,"376,507",3.6,30.6,1.78,65.3,35.5,7.3,"117,689",-2,"-31,520",52.3,10.1,32.2,43.2,43.2,19.8,Africa,LM
1094,Afghanistan,AF,2022.0,"652,230","38,346,720",2.3,2.31,58.8,"886,999",4.62,35.5,2.26,53.7,104.9,12.3,"472,672",-0.1,"-3,667",21.3,3.2,12.8,15.2,14.8,22.8,Asia,L
1095,Albania,AL,2022.0,"27,398","3,095,344",0.22,0.54,113,"16,659",1.54,12.7,0.74,79.5,10.8,7.3,"22,631",-3.2,"-10,000",38.7,11.3,25.9,31.0,29.9,31.1,Europe,UM
1096,Algeria,DZ,2022.0,"2,381,740","45,525,932",1.7,1.73,19.1,"785,950",3,21.6,1.46,77.7,18.8,4.3,"197,783",-0.3,"-13,855",29.8,6.7,19.0,30.3,20.8,21.8,Africa,LM
1097,Argentina,AR,2022.0,"2,736,690","46,245,668",0.82,0.83,16.9,"381,980",2.18,15.6,1.06,78.3,9.4,7.3,"338,349",-0.1,"-3,711",35.2,10.7,23.8,28.5,34.3,26.9,South America,UM
1098,Armenia,AM,2022.0,"28,203","3,000,756",-0.38,0.16,106.4,"4,775",1.65,11.1,0.79,76.1,12.2,9.5,"28,536",-5.4,"-16,079",34.0,11.9,23.6,27.8,31.0,29.7,Asia,UM
1099,Australia,AU,2022.0,"7,682,300","26,141,369",1.25,0.55,3.4,"144,526",1.73,12.3,0.84,83.1,3,6.8,"176,944",6.9,"181,245",77.6,39.260000000000005,59.64,77.07000000000001,75.11,106.09,Oceania,H
1100,Austria,AT,2022.0,"82,445","8,913,088",0.32,-0.04,108.1,"-3,633",1.51,9.5,0.73,82.3,3.2,9.9,"87,826",3.6,"31,678",72.88,29.18,52.4,66.66,70.68,76.56,Europe,H
1101,Azerbaijan,AZ,2022.0,"82,629","10,559,462",0.43,0.45,127.8,"47,558",1.69,11.7,0.78,73.9,12.9,7.2,"76,461",-0.2,"-2,391",31.6,9.5,21.2,27.7,29.8,28.0,Asia,UM
1102,Bahrain,BH,2022.0,760,"1,540,558",0.88,0.96,"2,027.00","14,756",1.67,12.4,0.82,79.9,10.2,2.8,"4,346",-0.8,"-1,269",54.3,28.2,42.1,42.9,50.3,62.6,Asia,H
1103,Bangladesh,BD,2022.0,"130,170","165,650,475",0.93,1.22,"1,272.60","2,024,552",2.09,17.7,1.02,74.7,30.4,5.5,"906,513",-2.9,"-480,958",35.1,6.2,21.6,31.5,24.4,23.8,Asia,LM
1104,Belarus,BY,2022.0,"202,900","9,574,832",-0.35,-0.46,47.2,"-43,880",1.44,8.8,0.7,74.4,2.2,13.4,"127,916",1.1,"10,082",32.8,12.1,23.1,28.5,33.5,31.2,Europe,UM
1105,Belgium,BE,2022.0,"30,278","11,847,338",0.57,0.13,391.3,"15,545",1.77,11,0.86,81.9,3.2,9.6,"114,162",4.4,"51,873",72.75,28.75,52.15,62.775,78.9,84.55,Europe,H
1106,Bermuda,BM,2022.0,54,"72,337",0.34,0.19,"1,339.60",139,1.9,11,0.93,82,2.2,9.1,659,1.5,108,149.0,96.1,124.2,157.9,155.2,79.4,North America,H
1107,Bolivia,BO,2022.0,"1,083,301","12,054,379",1.12,1.21,11.1,"146,268",2.33,18.6,1.14,72.5,22.3,6.5,"78,058",-1,"-11,759",37.75,11.25,25.3,33.1,29.200000000000003,33.75,South America,LM
1108,Botswana,BW,2022.0,"566,730","2,384,246",1.4,1.12,4.2,"26,777",2.39,20.3,1.18,65.6,25.2,9.1,"21,569",2.8,"6,700",42.7,11.8,28.2,35.7,52.2,51.4,Africa,UM
1109,Brazil,BR,2022.0,"8,358,140","217,240,060",0.7,0.72,26,"1,552,286",1.8,14,0.88,75.9,13.3,6.8,"1,479,808",-0.2,"-41,500",34.57142857142857,10.171428571428573,23.142857142857142,29.1,27.857142857142858,29.342857142857145,South America,UM
1110,Bulgaria,BG,2022.0,"108,489","6,873,253",-0.67,-0.64,63.4,"-43,737",1.5,8.1,0.73,75.6,8,14.4,"99,039",-0.3,"-2,000",39.125,10.1,25.55,34.45,35.15,47.4,Europe,UM
1111,Cambodia,KH,2022.0,"176,515","16,713,015",1.08,1.35,94.7,"226,266",2.24,19.3,1.1,70.7,29.6,5.8,"96,204",-2.7,"-45,114",50.1,18.8,35.4,54.5,23.2,14.8,Asia,LM
1112,Canada,CA,2022.0,"9,093,507","38,232,593",0.75,0.21,4.2,"78,318",1.57,10.2,0.76,83.8,4.4,8.1,"310,484",5.5,"208,685",71.43461538461538,36.97307692307693,55.27307692307692,70.25,69.97692307692309,93.11923076923075,North America,H
1113,Chile,CL,2022.0,"743,812","18,430,408",0.66,0.62,24.8,"114,871",1.76,12.8,0.86,79.8,6.6,6.5,"120,152",0.3,"6,000",45.6,15.3,31.4,40.1,47.9,32.1,South America,H
1114,China,CN,2022.0,"9,326,410","1,410,539,758",0.19,0.2,151.2,"2,862,684",1.45,9.9,0.69,77.7,6.8,7.9,"11,146,602",-0.1,"-150,000",47.1,24.9,36.7,51.075,33.875,62.2125,Asia,UM
1115,Colombia,CO,2022.0,"1,038,700","49,059,221",0.59,0.75,47.2,"367,084",1.95,15.2,0.95,74.9,11.7,7.7,"379,007",-1.6,"-77,505",26.92,8.36,18.22,23.26,19.48,29.48,South America,UM
1116,Costa Rica,CR,2022.0,"51,060","5,190,148",0.7,0.5,101.6,"26,126",1.37,10.6,0.67,79,7.4,5.6,"29,052",2,"10,351",47.7,17.5,33.5,46.1,43.2,42.9,North America,UM
1117,Croatia,HR,2022.0,"55,974","4,188,853",-0.47,-0.42,74.8,"-17,744",1.45,8.7,0.7,77.2,8.7,12.9,"53,959",-0.5,"-2,112",48.8,13.675,32.35,42.05,42.325,49.4,Europe,H
1118,Cuba,CU,2022.0,"109,820","11,008,112",-0.21,0.08,100.2,"8,986",1.71,10.1,0.83,79.6,4.1,9.3,"102,308",-2.9,"-32,198",55.9,17.2,37.8,45.9,40.1,1.6,North America,UM
1119,Cyprus,CY,2022.0,"9,241","1,295,102",1.06,0.36,140.1,"4,702",1.48,10.6,0.72,79.7,8.4,6.9,"8,992",7,"9,018",60.025,21.325,41.85,49.3,61.65,58.15,Europe,H
1120,Denmark,DK,2022.0,"42,434","5,920,767",0.44,0.17,139.5,"10,059",1.77,11.2,0.86,81.7,3,9.5,"56,373",2.7,"16,140",84.275,34.375,60.9,68.775,100.475,95.475,Europe,H
1121,Dominican Republic,DO,2022.0,"48,320","10,658,862",0.7,0.97,220.6,"103,643",2.12,17.2,1.04,71.1,23.7,7.4,"79,310",-2.7,"-28,711",44.7,10.7,28.7,41.5,35.6,22.2,North America,UM
1122,Ecuador,EC,2022.0,"248,360","17,951,090",1.04,1.12,72.3,"201,107",2.28,18.2,1.11,74.9,11.2,7,"126,350",-0.8,"-14,544",37.76666666666667,12.066666666666668,25.73333333333333,34.96666666666667,28.23333333333333,30.633333333333336,South America,UM
1123,El Salvador,SV,2022.0,"20,721","6,568,745",0.57,1.2,317,"78,518",2.05,17.9,1,75.4,12.1,5.9,"38,838",-6.3,"-41,327",45.3,14.0,30.6,44.5,37.1,21.8,North America,UM
1124,Estonia,EE,2022.0,"42,388","1,211,524",-0.71,-0.44,28.6,"-5,269",1.61,8.8,0.79,77.9,3.4,13.1,"15,865",-2.8,"-3,379",54.75,17.2,37.150000000000006,44.25,56.7,62.7,Europe,H
1125,Ethiopia,ET,2022.0,"1,096,570","112,996,046",2.43,2.44,103,"2,759,952",3.99,30.6,1.97,66.6,35.2,6.2,"698,734",-0.1,"-14,924",50.5,17.4,35.0,36.8,21.5,9.8,Africa,L
1126,Fiji,FJ,2022.0,"18,274","943,737",0.44,1.02,51.6,"9,617",2.26,16.6,1.1,74.3,10.1,6.4,"6,011",-5.8,"-5,509",39.0,18.8,29.5,39.4,35.3,44.7,Oceania,UM
1127,Finland,FI,2022.0,"303,815","5,601,547",0.24,0.01,18.4,405,1.74,10.4,0.85,81.8,2.1,10.4,"57,954",2.4,"13,181",76.12,28.76,53.94,68.78,85.5,92.62,Europe,H
1128,France,FR,2022.0,"640,427","68,092,884",0.21,0.11,106.3,"72,204",1.9,11,0.93,82.4,3.2,9.9,"674,638",1.1,"72,910",77.76666666666667,31.05,55.86666666666667,77.2,75.23333333333333,82.35000000000001,Europe,H
1129,Georgia,GE,2022.0,"69,700","4,956,585",-0.62,-0.15,71.1,"-7,348",1.97,12.6,0.95,71.8,23.5,14.1,"69,653",-4.8,"-23,537",31.0,10.3,21.2,26.7,29.1,29.5,Asia,UM
1130,Germany,DE,2022.0,"348,672","84,316,622",-0.11,-0.29,241.8,"-244,424",1.57,9.1,0.77,81.5,3.2,12,"1,010,428",1.8,"150,000",67.28461538461539,28.923076923076923,49.30384615384616,52.95,65.50384615384615,100.20384615384616,Europe,H
1131,Ghana,GH,2022.0,"227,533","33,107,275",2.23,2.24,145.5,"742,162",3.66,28.6,1.8,69.4,32.6,6.1,"203,144",-0.2,"-5,430",38.7,20.0,30.0,41.0,32.8,21.1,Africa,LM
1132,Greece,GR,2022.0,"130,647","10,533,871",-0.34,-0.44,80.6,"-46,644",1.4,7.6,0.68,81.5,3.6,12,"126,793",1,"10,533",58.3,14.25,37.65,45.3,51.125,37.825,Europe,H
1133,Guatemala,GT,2022.0,"107,159","17,703,190",1.58,1.74,165.2,"308,463",2.62,22.3,1.28,72.9,26.2,4.9,"86,969",-1.7,"-29,364",44.6,16.1,31.2,42.2,33.7,24.4,North America,UM
1134,Hungary,HU,2022.0,"89,608","9,920,415",-0.37,-0.64,110.7,"-63,082",1.59,9.3,0.77,74.7,5,15.6,"155,054",2.6,"26,182",41.75,12.3,27.95,37.325,34.525,49.825,Europe,H
1135,Iceland,IS,2022.0,"100,250","357,603",0.93,0.64,3.6,"2,290",1.95,13,0.96,83.6,1.7,6.6,"2,346",2.9,"1,032",97.6,46.3,73.5,91.9,105.8,74.8,Europe,H
1136,India,IN,2022.0,"2,973,193","1,389,637,446",0.67,0.65,467.4,"9,070,692",2.1,16.8,1,67.2,30.3,10.3,"14,307,094",0.2,"220,865",25.37608695652174,5.778260869565218,16.18695652173913,27.317391304347822,18.597826086956523,49.53260869565217,Asia,LM
1137,Indonesia,ID,2022.0,"1,811,569","277,329,163",0.79,0.86,153.1,"2,375,265",2.01,15.3,0.98,73.1,19.7,6.8,"1,873,021",-0.7,"-197,782",36.94,12.02,25.22,39.82,18.96,19.4,Asia,UM
1138,Iraq,IQ,2022.0,"437,367","40,462,701",2,2.08,92.5,"841,775",3.25,24.7,1.58,73.2,19.6,3.9,"157,736",-0.8,"-33,686",36.4,12.45,25.200000000000003,31.55,29.45,39.45,Asia,UM
1139,Ireland,IE,2022.0,"68,883","5,120,464",1.25,0.45,74.3,"23,196",1.72,11.4,0.84,82.4,3.2,6.8,"34,908",8,"40,812",76.65,46.25,62.4,63.75,80.125,83.65,Europe,H
1140,Israel,IL,2022.0,"21,497","9,111,963",1.58,1.38,423.9,"126,084",2.97,19.5,1.45,82.1,3.1,5.7,"51,651",2,"18,000",89.17999999999999,34.739999999999995,63.65999999999999,77.78,98.96,76.08,Asia,H
1141,Italy,IT,2022.0,"294,140","61,095,551",-0.13,-0.44,207.7,"-266,878",1.22,7,0.59,82.6,3.2,11.3,"691,238",3,"184,814",67.67894736842105,22.957894736842103,46.73157894736842,59.678947368421056,68.95263157894736,59.4,Europe,H
1142,Jamaica,JM,2022.0,"10,831","2,818,596",0.08,0.85,260.2,"23,894",2.06,15.9,1,75.8,11.2,7.4,"20,936",-7.7,"-21,692",51.6,18.4,36.0,53.8,38.0,26.1,North America,UM
1143,Japan,JP,2022.0,"364,485","124,214,766",-0.39,-0.46,340.8,"-576,529",1.38,7,0.67,84.8,1.9,11.6,"1,439,583",0.7,"92,276",79.3,43.13333333333333,62.36666666666667,86.53333333333335,45.66666666666666,75.86666666666666,Asia,H
1144,Jordan,JO,2022.0,"88,802","10,998,531",0.81,1.91,123.9,"210,416",2.96,22.6,1.43,76,13.9,3.5,"37,957",-11.1,"-121,822",52.2,10.6,32.7,41.6,48.0,29.5,Asia,LM
1145,Kazakhstan,KZ,2022.0,"2,699,700","19,898,174",0.94,0.98,7.4,"195,412",2.59,18,1.25,72.8,8.2,8.2,"163,377",-0.4,"-8,088",30.25,10.95,21.25,26.5,29.450000000000003,37.3,Asia,UM
1146,Kenya,KE,2022.0,"569,140","55,864,655",2.12,2.14,98.2,"1,194,315",3.29,26.4,1.63,69.7,27.9,5,"280,134",-0.2,"-10,691",35.9,13.6,25.4,32.3,30.6,29.2,Africa,LM
1147,Kuwait,KW,2022.0,"17,818","3,068,155",1.17,1.55,172.2,"47,640",2.24,17.8,1.09,79.1,7.4,2.3,"6,901",-3.9,"-11,888",48.0,31.2,40.1,35.8,47.2,68.8,Asia,H
1148,Latvia,LV,2022.0,"62,249","1,842,226",-1.11,-0.59,29.6,"-10,903",1.54,8.7,0.75,75.9,4.9,14.7,"26,985",-5.2,"-9,556",51.5,14.8,34.3,39.0,51.0,52.8,Europe,H
1149,Lebanon,LB,2022.0,"10,230","5,296,814",0.66,0.75,517.8,"39,924",1.71,13.1,0.83,78.8,7,5.6,"29,478",-0.9,"-5,000",120.5,27.8,77.0,141.3,116.9,15.4,Asia,LM
1150,Lithuania,LT,2022.0,"62,680","2,683,546",-1.04,-0.59,42.8,"-15,721",1.61,9.3,0.78,75.8,3.6,15.1,"40,563",-4.5,"-12,182",45.8,16.2,31.95,36.5,47.3,63.5,Europe,H
1151,Luxembourg,LU,2022.0,"2,586","650,364",1.64,0.44,251.5,"2,862",1.63,11.6,0.79,83,3.3,7.2,"4,689",12,"7,810",83.0,63.4,73.8,75.8,95.2,100.2,Europe,H
1152,Malaysia,MY,2022.0,"328,657","33,871,431",1.03,0.89,103.1,"300,362",1.75,14.6,0.85,76.1,6.6,5.7,"192,621",1.5,"50,000",39.025,11.8,26.25,43.225,22.3,57.525,Asia,UM
1153,Maldives,MV,2022.0,298,"390,164",-0.14,1.14,"1,309.30","4,441",1.71,15.5,0.83,76.9,25.7,4.2,"1,621",-12.8,"-4,985",57.3,29.9,44.4,56.2,33.0,28.5,Asia,UM
1154,Malta,MT,2022.0,316,"464,186",0.67,0.13,"1,468.90",580,1.5,9.7,0.73,83.2,4.5,8.5,"3,937",5.5,"2,549",74.8,31.5,54.5,68.8,82.1,48.0,Europe,H
1155,Mexico,MX,2022.0,"1,943,945","129,150,971",0.51,0.58,66.4,"753,743",1.68,13.6,0.82,72.3,11.9,7.7,"995,718",-0.8,"-98,109",36.66666666666666,15.2,26.6,35.85,35.7,39.73333333333333,North America,UM
1156,Moldova,MD,2022.0,"32,891","3,592,090",2.16,-0.62,109.2,"-22,383",1.24,8.5,0.6,69.4,14.5,14.7,"52,891",27.8,"100,000",31.8,10.4,21.8,25.5,26.6,34.4,Europe,UM
1157,Mongolia,MN,2022.0,"1,553,556","3,227,863",0.88,0.95,2.1,"30,780",1.91,15.8,0.93,71.4,20.2,6.3,"20,351",-0.8,"-2,500",34.9,11.1,23.7,36.1,23.3,25.0,Asia,LM
1158,Montenegro,ME,2022.0,"13,452","604,966",-0.41,0.09,45,521,1.81,11.2,0.89,77.8,3.2,10.3,"6,249",-5,"-3,005",39.3,11.5,26.3,32.9,30.7,36.0,Europe,UM
1159,Morocco,MA,2022.0,"716,550","36,738,229",0.91,1.08,51.3,"397,672",2.29,17.4,1.12,73.7,19.2,6.6,"242,419",-1.7,"-63,961",36.760000000000005,11.52,24.94,32.12,29.84,32.68,Africa,LM
1160,Nepal,NP,2022.0,"143,351","30,666,598",0.78,1.2,213.9,"366,553",1.9,17.5,0.92,72.4,25.1,5.6,"171,109",-4.2,"-129,015",29.9,4.8,18.1,28.0,22.6,23.2,Asia,LM
1161,Netherlands,NL,2022.0,"33,893","17,601,564",0.57,0.06,519.3,"10,862",1.61,10.4,0.78,81.5,3.7,9.7,"171,322",5.1,"90,163",76.21428571428571,37.614285714285714,58.135714285714286,65.17857142857143,77.16428571428571,86.55714285714285,Europe,H
1162,New Zealand,NZ,2022.0,"264,537","5,053,004",1.17,0.59,19.1,"29,750",1.86,12.8,0.91,82.5,3.4,6.9,"34,838",5.8,"29,468",75.36,36.1,56.96,74.24,71.97999999999999,92.5,Oceania,H
1163,Nigeria,NG,2022.0,"910,768","225,082,083",2.53,2.55,247.1,"5,737,020",4.62,34.2,2.24,61.3,56.7,8.7,"1,959,083",-0.2,"-48,059",37.3,61.9,48.8,39.3,29.6,8.3,Africa,LM
1164,North Macedonia,MK,2022.0,"25,433","2,130,936",0.12,0.08,83.8,"1,787",1.51,10.5,0.73,76.8,7.3,9.6,"20,484",0.4,816,34.9,8.1,22.3,28.8,25.7,37.0,Europe,UM
1165,Norway,NO,2022.0,"304,282","5,443,828",0.61,0.24,17.9,"13,163",1.56,10.4,0.76,83.1,1.8,8,"43,351",3.7,"20,251",101.14,38.3,71.7,97.82,105.84,87.12,Europe,H
1166,Oman,OM,2022.0,"309,500","3,764,348",1.84,1.89,12.2,"71,064",2.7,22.1,1.32,76.9,14.5,3.2,"12,149",-0.5,"-1,677",51.2,18.5,35.9,47.1,48.5,86.5,Asia,H
1167,Pakistan,PK,2022.0,"770,875","242,923,845",1.95,2.05,315.1,"4,971,897",3.46,26.5,1.69,69.7,54,6,"1,461,500",-1,"-233,998",20.266666666666666,4.116666666666666,12.683333333333332,18.15,15.516666666666666,26.183333333333334,Asia,LM
1168,Panama,PA,2022.0,"74,340","4,337,768",1.53,1.19,58.4,"51,567",2.39,18,1.16,77.6,16.4,6.1,"26,483",3.4,"14,846",54.5,26.2,41.3,55.8,48.0,32.3,North America,H
1169,Paraguay,PY,2022.0,"397,302","7,356,409",1.14,1.15,18.5,"84,226",1.89,16.3,0.92,78.4,23.2,4.9,"35,805",-0.1,-504,30.6,10.3,21.1,25.5,24.9,27.4,South America,UM
1170,Peru,PE,2022.0,"1,279,996","32,275,736",0.51,0.59,25.2,"190,249",2.2,17.2,1.08,68.9,10.8,11.3,"365,359",-0.8,"-24,329",34.6,14.5,25.2,33.2,25.5,28.9,South America,UM
1171,Philippines,PH,2022.0,"298,170","114,597,229",1.6,1.59,384.3,"1,818,368",2.78,22.3,1.36,70.1,22.2,6.4,"734,822",0.1,"14,997",42.5,17.48,30.78,43.46,23.3,19.76,Asia,LM
1172,Poland,PL,2022.0,"304,255","38,699,570",3.33,-0.54,127.2,"-208,383",1.31,8.6,0.64,74.7,5.5,14,"541,788",38.7,"1,497,849",40.67,16.14,29.19,33.43,35.1,59.92999999999999,Europe,H
